Time Diff between first and last (Mins), ERC20 total Ether received, ERC20 total Ether sent contract, ERC20 uniq sent addr.1, ERC20 min val rec, ERC20 max val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 most sent token type_hashed_2
2.3216071171001977,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.6908383528385578,0.565023018182678,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.565022936541272,0.565022936541272,0.565022936541272,0.565022936541272,0.0009990011652102307
1.6257584019601694,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.569875231762608,1.9132410068628476,0.0009990011652102307,0.0009990011652102307,0.1322059021071915,1.9130735802481051,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.6218176264835673,2.640514948016781,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,2.5688801951399873,0.0009990011652102307,2.526762930443675,2.2564569317134513,0.0009990011652102307
2.650118710779961,0.05768411605143657,0.0009990011652102307,0.0009990011652102307,0.05768435444485258,0.05768435444485258,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.631631995213554,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
0.0009990011652102307,1.298867270485389,0.0009990011652102307,0.0009990011652102307,1.298867270485389,1.298867270485389,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.5265890341390445
1.8860423463996685,2.4476357203095938,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,2.389911420213022,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.5265890341390445
2.5901489867941856,0.5134276985491806,0.0009990011652102307,0.0009990011652102307,0.31783125467121726,0.34153494339543905,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.719464262876981,2.066297531594266,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,1.9814284932367432,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.590146830278762,0.5207906355701362,0.0009990011652102307,0.0009990011652102307,0.5207905614831603,0.5207905614831603,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.611914075969832,2.0026492346297142,0.0009990011652102307,0.0009990011652102307,1.084175575368358,2.0012901084703705,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.600178203771877,2.0012901084703705,0.0009990011652102307,0.0009990011652102307,2.0012901084703705,2.0012901084703705,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
1.6517820438223858,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.6954414551333534,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.5643058576463003,2.9796091341170503,1.7436113860168427,0.0034280726273478415,1.9723395958914451,2.977865669567318,2.339008565683719,2.855505397327006,2.812949110724367,0.0009990011652102307
1.639259751328739,1.7260561092702436,0.0009990011652102307,0.0009990011652102307,0.6145735899651427,1.7236894193081456,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.5265890341390445
2.2960468232620026,0.6145735899651427,0.0009990011652102307,0.0009990011652102307,0.6145735899651427,0.6145735899651427,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.5265890341390445
1.6614412568862762,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.5579417679409557,1.9821901989992503,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,1.9319029813181672,0.6057952562810894,1.6920895438010355,1.2647802591482307,0.0009990011652102307
2.7027400975646225,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
1.6589723960801823,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
1.649474592196441,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.6679635455322064,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.68725895159881,0.0704226229435863,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0704224765183888,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
1.9754463065943242,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.672674354872116,2.4742134938198768,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,2.359294583603819,0.0009990011652102307,2.391013820563613,2.2966344322045793,0.0009990011652102307
2.620543105695726,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
1.6498471582290246,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
2.6774263802931113,2.231870179168305,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,2.070349898149813,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307,0.0009990011652102307
