total Ether sent,total ether received, ERC20 total Ether received, ERC20 total ether sent, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 most sent token type_hashed_12, ERC20_most_rec_token_type_hashed_11
1.9442191486911833,1.9444084506418804,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
3.091218317893242,3.100010152622261,0.7594882824784037,0.7594882684412296,0.0009995003330835331,0.7594881388313124,0.3214028327856925,0.7594881388313124,0.7594881388313124,0.7594881388313124,0.0009995003330835331,0.0009995003330835331
4.624962519113639,4.624972813284271,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
1.1298054019447348,1.1300903321298028,5.775011111666849,0.0009995003330835331,0.14134330006539653,5.773876889443724,4.682587956140975,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453
8.118476119909475,8.102935144478284,13.020421537409955,12.537989620899129,0.0009995003330835331,12.051201456198271,8.995191644345809,0.0009995003330835331,11.51293526492221,8.54919570632916,0.0009995003330835331,0.0009995003330835331
4.40615189147034,4.406256162008044,0.059380301618119455,0.0009995003330835331,0.0593805541674385,0.0593805541674385,0.0593805541674385,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453
1.31403846819273,1.3163498539355756,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
0.0009995003330835331,0.0009995003330835331,2.6651427000909336,0.0009995003330835331,2.6651427000909336,2.6651427000909336,2.6651427000909336,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453,0.6931471805599453
6.161207321695077,9.210440366976517,10.560980989296937,0.0009995003330835331,0.0009995003330835331,9.91252727088775,6.924352945481685,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453,0.0009995003330835331
0.0009995003330835331,3.678483053336371,0.6710091051967357,0.0009995003330835331,0.37414436122006095,0.4071057615000499,0.3907608619512295,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453
3.2598294280076616,3.2658515244633857,6.895535961476555,0.0009995003330835331,0.0009995003330835331,6.253096587795829,4.823155488381581,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
0.0009995003330835331,3.325346082694344,0.6833580464488843,0.0009995003330835331,0.6833579217339818,0.6833579217339818,0.6833579217339818,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453
4.402918952600337,4.40292974959372,6.4086573949807635,0.0009995003330835331,1.9570009891108042,6.398594934535208,5.717156094479268,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453
6.782846040978208,6.78285146893178,6.398594934535208,0.0009995003330835331,6.398594934535208,6.398594934535208,6.398594934535208,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
4.6249575778740954,4.624972813284271,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
1.926745803328392,1.9276628042800168,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
0.0009995003330835331,0.0009995003330835331,18.68012285264457,16.44513017856788,6.187472614009503,18.64584114926763,15.28481339428159,9.370949348949148,16.383220421098585,15.658975008133428,0.0009995003330835331,0.0009995003330835331
0.0009995003330835331,1.7535382564078572,4.618451596294006,0.0009995003330835331,0.848868055556721,4.605170185988092,3.9351241083361335,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453,0.6931471805599453
0.6927165878682169,0.6931471805599453,0.848868055556721,0.0009995003330835331,0.848868055556721,0.848868055556721,0.848868055556721,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453,0.6931471805599453
4.6249575778740954,4.624972813284271,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
4.418318847607035,3.827058290995122,6.258623417904726,4.865991254186646,0.0009995003330835331,5.902633333401366,3.879686098023481,0.8327091029324369,4.430816786938552,2.542314259427948,0.0009995003330835331,0.0009995003330835331
5.677490809721144,5.677879099363398,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
4.6249575778740954,4.624972813284271,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
4.6249575778740954,4.624972813284271,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
1.8024207751663175,1.802734725325922,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
2.7142762244657903,2.8126649845708935,0.07296154361271782,0.0009995003330835331,0.0009995003330835331,0.0729613865041234,0.03714644796731132,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.6931471805599453
1.0984056006429446,1.0986122886681098,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
3.0041963519661206,2.8485803955425415,10.872365751025574,10.550003237723736,0.0009995003330835331,9.583483056102386,8.387667809263347,0.0009995003330835331,9.924563878138045,8.940670093254555,0.0009995003330835331,0.0009995003330835331
2.430636668055804,1.831781143577541,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
4.6249575778740954,4.624972813284271,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
3.8299613108882697,3.8284967014560563,8.317274768903602,7.19999997408e-09,0.0009995003330835331,6.92759648396556,5.326172709016737,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,0.0009995003330835331
