Time_Diff_between_first_and_last_(Mins),Unique_Received_From_Addresses,total_transactions_(including_tnx_to_create_contract,_ERC20_total_Ether_received,_ERC20_uniq_sent_token_name,_ERC20_most_sent_token_type,_ERC20_most_rec_token_type
9.1920409542941,1.3862943611198906,1.9459101490553132,0.0009995003330835331,0.0009995003330835331,1.6094379124341003,1.3862943611198906
13.74403144118647,2.0794415416798357,3.258096538021482,0.7594882824784037,0.6931471805599453,5.247024072160486,4.624972813284271
4.082271980987832,0.6931471805599453,1.3862943611198906,0.0009995003330835331,0.0009995003330835331,1.6094379124341003,1.3862943611198906
12.06419434274334,0.6931471805599453,1.3862943611198906,5.775011111666849,0.0009995003330835331,1.6094379124341003,5.733341276897746
12.760712703599085,2.6390573296152584,5.680172609017068,13.020421537409955,2.995732273553991,5.62040086571715,6.09807428216624
13.155718982078062,0.6931471805599453,4.02535169073515,0.059380301618119455,0.0009995003330835331,1.6094379124341003,5.733341276897746
12.8964303140165,0.6931471805599453,3.8066624897703196,0.0009995003330835331,0.0009995003330835331,1.6094379124341003,1.3862943611198906
0.0009995003330835331,0.0009995003330835331,0.0009995003330835331,2.6651427000909336,0.0009995003330835331,0.6931471805599453,4.31748811353631
5.593223284089137,0.6931471805599453,2.0794415416798357,10.560980989296937,0.0009995003330835331,0.6931471805599453,5.424950017481403
12.33175771108241,1.6094379124341003,5.0689042022202315,0.6710091051967357,0.0009995003330835331,1.6094379124341003,5.733341276897746
14.172191760883418,1.6094379124341003,5.147494476813453,6.895535961476555,0.0009995003330835331,1.6094379124341003,5.552959584921617
12.331728960972281,1.0986122886681098,3.4657359027997265,0.6833580464488843,0.0009995003330835331,1.6094379124341003,5.733341276897746
12.62510539551228,1.0986122886681098,1.9459101490553132,6.4086573949807635,0.0009995003330835331,1.6094379124341003,5.733341276897746
12.466137537696955,1.0986122886681098,3.332204510175204,6.398594934535208,0.0009995003330835331,1.6094379124341003,2.4849066497880004
4.2162671661789055,0.6931471805599453,1.6094379124341003,0.0009995003330835331,0.0009995003330835331,1.6094379124341003,1.3862943611198906
13.812056168424894,2.1972245773362196,3.1780538303479458,0.0009995003330835331,0.0009995003330835331,1.6094379124341003,1.3862943611198906
11.99163719342275,1.0986122886681098,2.1972245773362196,18.68012285264457,0.8691702781551407,1.6094379124341003,1.3862943611198906
4.1513548169388805,1.0986122886681098,1.0986122886681098,4.618451596294006,0.0009995003330835331,0.6931471805599453,4.31748811353631
8.934830582454959,0.6931471805599453,1.0986122886681098,0.848868055556721,0.0009995003330835331,0.6931471805599453,4.31748811353631
4.26689632742025,0.6931471805599453,1.6094379124341003,0.0009995003330835331,0.0009995003330835331,1.6094379124341003,1.3862943611198906
11.909219782971036,1.791759469228055,4.07753744390572,6.258623417904726,0.6931471805599453,4.406719247264253,4.836281906951478
13.920559552104312,1.6094379124341003,6.508769136971682,0.0009995003330835331,0.0009995003330835331,1.6094379124341003,1.3862943611198906
4.253909131893439,0.6931471805599453,1.6094379124341003,0.0009995003330835331,0.0009995003330835331,1.6094379124341003,1.3862943611198906
